timestamp,nodeId,trustScore,lowTrustFlag
1,0,1,0
1,1,1,0
1,2,1,0
1,3,1,0
1,4,1,0
1,5,1,0
1,6,1,0
1,7,1,0
1,8,1,0
1,9,1,0
1,10,1,0
1,11,1,0
1,12,1,0
1,13,1,0
1,14,1,0
1,15,1,0
1,16,1,0
1,17,1,0
1,18,1,0
1,19,1,0
1,20,1,0
1,21,1,0
1,22,1,0
1,23,1,0
1,24,1,0
1,25,1,0
1,26,1,0
1,27,1,0
1,28,1,0
1,29,1,0
1,30,1,0
1,31,1,0
1,32,1,0
1,33,1,0
1,34,1,0
1,35,1,0
1,36,1,0
1,37,1,0
1,38,1,0
1,39,1,0
1,40,1,0
1,41,1,0
1,42,1,0
1,43,1,0
1,44,1,0
1,45,1,0
1,46,1,0
1,47,1,0
1,48,1,0
1,49,1,0
1,50,1,0
1,51,1,0
1,52,1,0
1,53,1,0
1,54,1,0
1,55,1,0
1,56,1,0
1,57,1,0
1,58,1,0
1,59,1,0
1,60,1,0
1,61,1,0
1,62,1,0
1,63,1,0
1,64,1,0
1,65,1,0
1,66,1,0
1,67,1,0
1,68,1,0
1,69,1,0
1,70,1,0
1,71,1,0
1,72,1,0
1,73,1,0
1,74,1,0
1,75,1,0
1,76,1,0
1,77,1,0
1,78,1,0
1,79,1,0
1,80,1,0
1,81,1,0
1,82,1,0
1,83,1,0
1,84,1,0
1,85,1,0
1,86,1,0
1,87,1,0
1,88,1,0
1,89,1,0
1,90,1,0
1,91,1,0
1,92,1,0
1,93,1,0
1,94,1,0
1,95,1,0
1,96,1,0
1,97,1,0
1,98,1,0
1,99,1,0
1,100,1,0
1,101,1,0
1,102,1,0
1,103,1,0
1,104,1,0
1,105,1,0
1,106,1,0
1,107,1,0
1,108,1,0
1,109,1,0
1,110,1,0
1,111,1,0
1,112,1,0
1,113,1,0
1,114,1,0
1,115,1,0
1,116,1,0
1,117,1,0
1,118,1,0
1,119,1,0
1,120,1,0
1,121,1,0
1,122,1,0
1,123,1,0
1,124,1,0
1,125,1,0
1,126,1,0
1,127,1,0
1,128,1,0
1,129,1,0
1,130,1,0
1,131,1,0
2,0,1,0
2,1,1,0
2,2,1,0
2,3,1,0
2,4,1,0
2,5,1,0
2,6,1,0
2,7,1,0
2,8,1,0
2,9,1,0
2,10,1,0
2,11,1,0
2,12,1,0
2,13,1,0
2,14,1,0
2,15,1,0
2,16,1,0
2,17,1,0
2,18,1,0
2,19,1,0
2,20,1,0
2,21,1,0
2,22,1,0
2,23,1,0
2,24,1,0
2,25,1,0
2,26,1,0
2,27,1,0
2,28,1,0
2,29,1,0
2,30,1,0
2,31,1,0
2,32,1,0
2,33,1,0
2,34,1,0
2,35,1,0
2,36,1,0
2,37,1,0
2,38,1,0
2,39,1,0
2,40,1,0
2,41,1,0
2,42,1,0
2,43,1,0
2,44,1,0
2,45,1,0
2,46,1,0
2,47,1,0
2,48,1,0
2,49,1,0
2,50,1,0
2,51,1,0
2,52,1,0
2,53,1,0
2,54,1,0
2,55,1,0
2,56,1,0
2,57,1,0
2,58,1,0
2,59,1,0
2,60,1,0
2,61,1,0
2,62,1,0
2,63,1,0
2,64,1,0
2,65,1,0
2,66,1,0
2,67,1,0
2,68,1,0
2,69,1,0
2,70,1,0
2,71,1,0
2,72,1,0
2,73,1,0
2,74,1,0
2,75,1,0
2,76,1,0
2,77,1,0
2,78,1,0
2,79,1,0
2,80,1,0
2,81,1,0
2,82,1,0
2,83,1,0
2,84,1,0
2,85,1,0
2,86,1,0
2,87,1,0
2,88,1,0
2,89,1,0
2,90,1,0
2,91,1,0
2,92,1,0
2,93,1,0
2,94,1,0
2,95,1,0
2,96,1,0
2,97,1,0
2,98,1,0
2,99,1,0
2,100,1,0
2,101,1,0
2,102,1,0
2,103,1,0
2,104,1,0
2,105,1,0
2,106,1,0
2,107,1,0
2,108,1,0
2,109,1,0
2,110,1,0
2,111,1,0
2,112,1,0
2,113,1,0
2,114,1,0
2,115,1,0
2,116,1,0
2,117,1,0
2,118,1,0
2,119,1,0
2,120,1,0
2,121,1,0
2,122,1,0
2,123,1,0
2,124,1,0
2,125,1,0
2,126,1,0
2,127,1,0
2,128,1,0
2,129,1,0
2,130,1,0
2,131,1,0
3,0,1,0
3,1,1,0
3,2,1,0
3,3,1,0
3,4,1,0
3,5,1,0
3,6,1,0
3,7,1,0
3,8,1,0
3,9,1,0
3,10,1,0
3,11,1,0
3,12,1,0
3,13,1,0
3,14,1,0
3,15,1,0
3,16,1,0
3,17,1,0
3,18,1,0
3,19,1,0
3,20,1,0
3,21,1,0
3,22,1,0
3,23,1,0
3,24,1,0
3,25,1,0
3,26,1,0
3,27,1,0
3,28,1,0
3,29,1,0
3,30,1,0
3,31,1,0
3,32,1,0
3,33,1,0
3,34,1,0
3,35,1,0
3,36,1,0
3,37,1,0
3,38,1,0
3,39,1,0
3,40,1,0
3,41,1,0
3,42,1,0
3,43,1,0
3,44,1,0
3,45,1,0
3,46,1,0
3,47,1,0
3,48,1,0
3,49,1,0
3,50,1,0
3,51,1,0
3,52,1,0
3,53,1,0
3,54,1,0
3,55,1,0
3,56,1,0
3,57,1,0
3,58,1,0
3,59,1,0
3,60,1,0
3,61,1,0
3,62,1,0
3,63,1,0
3,64,1,0
3,65,1,0
3,66,1,0
3,67,1,0
3,68,1,0
3,69,1,0
3,70,1,0
3,71,1,0
3,72,1,0
3,73,1,0
3,74,1,0
3,75,1,0
3,76,1,0
3,77,1,0
3,78,1,0
3,79,1,0
3,80,1,0
3,81,1,0
3,82,1,0
3,83,1,0
3,84,1,0
3,85,1,0
3,86,1,0
