timestamp,nodeId,mitigationType,details
1.1,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.1,0,rule_based_detection,high_frequency
1.2,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.2,0,rule_based_detection,high_frequency
1.3,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.3,0,rule_based_detection,high_frequency
1.4,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.4,0,rule_based_detection,high_frequency
1.5,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.5,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.5,0,rule_based_detection,high_frequency
1.6,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.6,0,rule_based_detection,high_frequency
1.7,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.7,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.7,0,rule_based_detection,high_frequency
1.8,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.8,0,rule_based_detection,high_frequency
1.9,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.9,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
1.9,0,rule_based_detection,high_frequency
2,0,node_isolation,multiple_threat_reports
2,0,threat_intelligence_shared,suspect=0,type=low_trust
2,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
2,0,rule_based_detection,high_frequency
2.1,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
2.1,0,hybrid_detection,ml_anomaly=1,rule_violation=1,trust_score=0
2.1,0,threat_intelligence_shared,suspect=0,type=hybrid_detection
2.1,25,threat_intelligence_shared,suspect=25,type=high_packet_rate
2.1,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
2.1,0,rule_based_detection,high_frequency
2.1,25,threat_intelligence_shared,suspect=25,type=high_packet_rate
2.1,25,rule_based_detection,high_frequency
2.2,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
2.2,0,rule_based_detection,high_frequency
2.2,25,threat_intelligence_shared,suspect=25,type=high_packet_rate
2.2,25,rule_based_detection,high_frequency
2.3,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
2.3,0,hybrid_detection,ml_anomaly=1,rule_violation=1,trust_score=0
2.3,0,threat_intelligence_shared,suspect=0,type=hybrid_detection
2.3,25,threat_intelligence_shared,suspect=25,type=high_packet_rate
2.3,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
2.3,0,rule_based_detection,high_frequency
2.3,25,threat_intelligence_shared,suspect=25,type=high_packet_rate
2.3,25,rule_based_detection,high_frequency
2.4,0,threat_intelligence_shared,suspect=0,type=high_packet_rate
2.4,0,rule_based_detection,high_frequency
2.4,25,threat_intelligence_shared,suspect=25,type=high_packet_rate
2.4,25,rule_based_detection,high_frequency
2.5,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
2.5,25,threat_intelligence_shared,suspect=25,type=high_packet_rate
2.5,25,threat_intelligence_shared,suspect=25,type=high_packet_rate
2.5,25,rule_based_detection,high_frequency
2.7,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
2.9,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
3,0,traffic_filter_applied,rate_limit,threshold=30
3,0,traffic_filter_applied,content_filter,threshold=0
3,25,traffic_filter_applied,rate_limit,threshold=30
3,25,node_isolation,multiple_threat_reports
3,0,threat_intelligence_shared,suspect=0,type=low_trust
3,25,threat_intelligence_shared,suspect=25,type=low_trust
3.1,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
3.3,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
3.5,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
3.7,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
3.9,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4,0,route_reconfiguration,neighbors=60
4,1,route_reconfiguration,neighbors=69
4,2,route_reconfiguration,neighbors=76
4,3,route_reconfiguration,neighbors=80
4,4,route_reconfiguration,neighbors=81
4,5,route_reconfiguration,neighbors=81
4,6,route_reconfiguration,neighbors=79
4,7,route_reconfiguration,neighbors=76
4,8,route_reconfiguration,neighbors=70
4,9,route_reconfiguration,neighbors=63
4,10,route_reconfiguration,neighbors=69
4,11,route_reconfiguration,neighbors=80
4,12,route_reconfiguration,neighbors=85
4,13,route_reconfiguration,neighbors=89
4,14,route_reconfiguration,neighbors=91
4,15,route_reconfiguration,neighbors=92
4,16,route_reconfiguration,neighbors=89
4,17,route_reconfiguration,neighbors=86
4,18,route_reconfiguration,neighbors=80
4,19,route_reconfiguration,neighbors=71
4,20,route_reconfiguration,neighbors=79
4,21,route_reconfiguration,neighbors=89
4,22,route_reconfiguration,neighbors=96
4,23,route_reconfiguration,neighbors=99
4,24,route_reconfiguration,neighbors=101
4,25,route_reconfiguration,neighbors=102
4,26,route_reconfiguration,neighbors=99
4,27,route_reconfiguration,neighbors=97
4,28,route_reconfiguration,neighbors=90
4,29,route_reconfiguration,neighbors=79
4,30,route_reconfiguration,neighbors=85
4,31,route_reconfiguration,neighbors=98
4,32,route_reconfiguration,neighbors=106
4,33,route_reconfiguration,neighbors=110
4,34,route_reconfiguration,neighbors=111
4,35,route_reconfiguration,neighbors=111
4,36,route_reconfiguration,neighbors=109
4,37,route_reconfiguration,neighbors=106
4,38,route_reconfiguration,neighbors=99
4,39,route_reconfiguration,neighbors=89
4,40,route_reconfiguration,neighbors=94
4,41,route_reconfiguration,neighbors=108
4,42,route_reconfiguration,neighbors=115
4,43,route_reconfiguration,neighbors=119
4,44,route_reconfiguration,neighbors=121
4,45,route_reconfiguration,neighbors=122
4,46,route_reconfiguration,neighbors=119
4,47,route_reconfiguration,neighbors=116
4,48,route_reconfiguration,neighbors=109
4,49,route_reconfiguration,neighbors=95
4,52,route_reconfiguration,neighbors=122
4,53,route_reconfiguration,neighbors=125
4,54,route_reconfiguration,neighbors=126
4,55,route_reconfiguration,neighbors=126
4,56,route_reconfiguration,neighbors=124
4,57,route_reconfiguration,neighbors=121
4,58,route_reconfiguration,neighbors=112
4,62,route_reconfiguration,neighbors=123
4,63,route_reconfiguration,neighbors=127
4,64,route_reconfiguration,neighbors=129
4,65,route_reconfiguration,neighbors=128
4,66,route_reconfiguration,neighbors=126
4,67,route_reconfiguration,neighbors=122
4,68,route_reconfiguration,neighbors=113
4,74,route_reconfiguration,neighbors=128
4,76,route_reconfiguration,neighbors=126
4,2,node_isolation,confirmed_attacker
4,0,threat_intelligence_shared,suspect=0,type=low_trust
4,2,threat_intelligence_shared,suspect=2,type=low_trust
4,25,threat_intelligence_shared,suspect=25,type=low_trust
4.1,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4.1,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4.3,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4.3,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4.5,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4.5,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4.7,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4.7,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4.9,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
4.9,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5,4,node_isolation,high_suspicious_activity
5,6,node_isolation,high_suspicious_activity
5,0,threat_intelligence_shared,suspect=0,type=low_trust
5,2,threat_intelligence_shared,suspect=2,type=low_trust
5,4,threat_intelligence_shared,suspect=4,type=low_trust
5,6,threat_intelligence_shared,suspect=6,type=low_trust
5,25,threat_intelligence_shared,suspect=25,type=low_trust
5.1,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.1,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.1,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.1,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.3,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.3,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.3,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.3,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.5,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.5,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.5,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.5,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.7,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.7,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.7,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.7,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.9,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.9,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.9,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
5.9,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6,0,traffic_filter_applied,rate_limit,threshold=30
6,0,traffic_filter_applied,content_filter,threshold=0
6,2,traffic_filter_applied,content_filter,threshold=0
6,4,traffic_filter_applied,content_filter,threshold=0
6,6,traffic_filter_applied,content_filter,threshold=0
6,25,traffic_filter_applied,rate_limit,threshold=30
6,25,traffic_filter_applied,content_filter,threshold=0
6,0,threat_intelligence_shared,suspect=0,type=low_trust
6,2,threat_intelligence_shared,suspect=2,type=low_trust
6,4,threat_intelligence_shared,suspect=4,type=low_trust
6,6,threat_intelligence_shared,suspect=6,type=low_trust
6,25,threat_intelligence_shared,suspect=25,type=low_trust
6.1,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.1,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.1,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.1,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.3,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.3,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.3,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.3,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.5,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.5,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.5,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.5,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.7,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.7,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.7,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.7,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.9,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.9,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.9,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
6.9,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7,0,threat_intelligence_shared,suspect=0,type=low_trust
7,2,threat_intelligence_shared,suspect=2,type=low_trust
7,4,threat_intelligence_shared,suspect=4,type=low_trust
7,6,threat_intelligence_shared,suspect=6,type=low_trust
7,25,threat_intelligence_shared,suspect=25,type=low_trust
7.1,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.1,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.1,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.1,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.3,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.3,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.3,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.3,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.5,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.5,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.5,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.5,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.7,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.7,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.7,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.7,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.9,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.9,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.9,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
7.9,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
8,0,threat_intelligence_shared,suspect=0,type=low_trust
8,2,threat_intelligence_shared,suspect=2,type=low_trust
8,4,threat_intelligence_shared,suspect=4,type=low_trust
8,6,threat_intelligence_shared,suspect=6,type=low_trust
8,25,threat_intelligence_shared,suspect=25,type=low_trust
8.1,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
8.1,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
8.1,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
8.1,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
8.3,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
8.3,2,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
8.3,4,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
8.3,6,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
8.5,0,hybrid_detection,ml_anomaly=1,rule_violation=0,trust_score=0
